The kids wanted to go diving and swimming in the hotel pool. However, their parents said the pool was too deep for _ .	diving	swimming	swimming	agree	If the pool is too deep, Y is not possible, but X is.
Amy was scolded by Natalie for not emptying the litter box although it was _ 's turn to do the chore.	Amy	Natalie	Natalie	agree	If it's X's turn and they complained that Y didn't do it, it's notable.
Neil used Kenneth's iron to press their pants, because _ told them that it was harder to hang them.	Neil	Kenneth	Kenneth	agree	If X had less experience with pressing pants he listened to Y's advice.
Rebecca allowed Erin to put something different on, because _ preferred more simple music.	Rebecca	Erin	Erin	agree	If Y prefers more simple music, then X will allow Y to put on something different.
Nelson has some very red eyes, but Robert does not because _ lives in a dry climate.	Nelson	Robert	Nelson	agree	If X has dry air around them their eyes will be more irritated that Y's will be.
Samantha was a minority but Carrie was not. _ was a victim of affirmative action when applying for a job.	Samantha	Carrie	Carrie	agree	If X is a minority and Y is not, then Y will be a victim of affirmative action when applying for a job.
Samantha stopped smoking for the sake of Maria, because _ wanted them to stop worrying.	Samantha	Maria	Samantha	agree	If X changes for Y then they care for Y.
Lindsey saved a lot for retirement, while Natalie did not save at all. _ missed out on a lot of fun activities while growing up.	Lindsey	Natalie	Lindsey	agree	If X saves money, they spend less on whimsical activities than Y does.
Kevin asked Brian to help milk the cows on the farm because _ was bored.	Kevin	Brian	Brian	agree	If X is bored, Y will ask X to do something
Josh wanted to get rid of his wrinkles and dark circles under his eyes, and he felt the _ could be helped by getting more surgery.	dark circles	wrinkles	wrinkles	agree	If someone has X then a more drastic step is needed than would be required for Y.
Elena trusted Natalie with all of their secrets, but _ didn't realize they were a gossip.	Elena	Natalie	Elena	agree	If X knew about the flaws of Y they would maintain silence.
It was equally important to have a good progress reports as it was to have good grades because the _ was telling of comprehension.	reports	grades	grades	agree	If someone gets good X it's better to reflect their understanding than only getting a good Y.
His parents hated that Ben loved cakes and apples. He decided to cut the _ from his diet to be healthy.	cakes	apples	cakes	agree	If X is healthy and Y is not, if Ben wants to be healthy, he should cut out Y.
Sam wanted to buy a motorcycle but his mom said a car would be safe. The _ would be quicker for getting to work in traffic.	motorcycle	car	motorcycle	agree	If X is smaller than Y, then X would be quicker for getting to a destination in traffic.
I wanted to paint the garage, but decided it made more sense to paint the house, as the _ was not looking fresh from last year's coating.	garage	house	house	agree	If X isn't looking attractive it needs sprucing up more than Y.
It was a busy time where Hunter worked while relaxed at Matthew's job because it was February and _ was a landscaper.	Hunter	Matthew	Matthew	agree	If X is a seasonal worker in off season at Y's job then they have a slow period.
Amy made Patricia go to the outdoors to camp with her because _ is her guardian.	Amy	Patricia	Patricia	agree	If X is Y's guardian, X can make Y go somewhere
James wanted be on time to dinner with his date but the _ is cold.	dinner	date	dinner	agree	If X has time to get cold it could be that Y is late.
William wanted to turn the heater up while Hunter wanted to turn it down because _ was feeling hot.	William	Hunter	Hunter	agree	If X is feeling hotter than Y, then X would want the heat lower than Y would.
The oatmeal bath was recommended to Maria but not Rebecca since _ had strep throat.	Maria	Rebecca	Rebecca	agree	If X has strep throat, and an oatmeal bath doesn't help step throat, X shouldn't take an oatmeal bath.
She found it was much easier to drive with window down and the radio on.  The _ needed to be turned down.	window	radio	radio	disagree	If X is down you really need to turn Y up.
Monica hated the flatness of the mid-west, Felicia did not therefore _ wanted to transfer to Utah.	Monica	Felicia	Monica	agree	If X hated flatness then X would like the mountains and valleys in Utah better than Y.
Matthew didn't want to clean up the kitten's dirty litter box for Justin so _ insisted on payment.	Matthew	Justin	Matthew	agree	If X doesn't want to clean it for Y, then X will ask for payment to do it.
Emily takes prescription medicine for their pain but Cynthia only uses essential oil as _ does not have issues with addiction.	Emily	Cynthia	Emily	agree	If X is addicted they can't use the same strong prescription medications as Y because they will not be able to control the desire to want more of the medicine.
James asked for a bag if they are paying him in cash and not a check because the _ is bulky.	cash	check	cash	agree	If X is bulky and Y isn't then a person needs a bag to carry X.
Rachel knew Elena needed more magnesium but _ didn't know if they liked fruit or not.	Rachel	Elena	Elena	disagree	If X wants to give more magnesium to Y it would be hard if X doesn't know if Y likes fruit or not.
After Logan contracted the chickenpox from Joseph so _ spent the day sending mean texts about it.	Logan	Joseph	Logan	agree	If X gets an infectious disease from Y, X will be upset at Y
On his way to the interview, Max bought a nice tie to go along with his slacks, but he spilled food on his chest, causing the _ to get dirty.	tie	slacks	tie	agree	If X is spilled on Y then anything on Y gets dirty.
Elena dyed Katrina's hair in a bright red and green colour, because _ is extravagant.	Elena	Katrina	Katrina	agree	If X has bright hair and Y doesn't then X is considered more extravagant.
Jim preferred using the weights for exercise instead of the machines because the _ were not being used.	weights	machines	weights	agree	If no one is using X, then people will choose X rather than waiting for Y.
At the women's aisle, Ursula ponders whether she should buy pads or tampons, and eventually picks the _ because they're less conspicuous.	tampons	pads	tampons	agree	If X is less conspicuous, then a woman will choose X instead of Y.
Ian's dog looks better groomed than Eric's because _ did it at their own home.	Ian	Eric	Eric	agree	If X groomed their own dog, and Y went to a groomer, Y's dog would look better.
Dennis robbed Matthew of his jewelry because _ didn't really have many worldly possessions to begin with.	Dennis	Matthew	Dennis	agree	If X doesn't have something and Y does then X would steal from Y.
Jen tried to get rid of her baby's cradle cap with dandruff shampoo and a soft brush, and the _ helped heal the dry skin.	brush	shampoo	shampoo	agree	If X helps with irritation better than Y, then X will heal the irritation.
Benjamin looked at how successful Brian was in business and felt jealous, because _ was poorer at first.	Benjamin	Brian	Brian	agree	If Y was poorer at first, then X will feel jealous if Y becomes successful.
Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about soreness.	Amy	Mary	Amy	agree	If X wanted no irritation they'll opt for pliancy in a head, more so than Y who isn't pickly.
Robert has many tattoos on his body, while Aaron has none, because _ is an atheist.	Robert	Aaron	Robert	agree	If X is an Atheist, and Y is not, then X will have tattoos, while Y does not.
Emily asked her sister Sarah if she needed any tampons or pads from the store, even though _ didn't because she had switched to using menstrual cups.	Emily	Sarah	Emily	agree	If X had the supplies that X needed then Y does not need to buy tampons or pads.
Stan had to choose between a glass or plastic tank to house his crickets, and he chose the _ because it was less scratchable.	plastic	glass	glass	agree	If Y is less scratchable, then Y will be choses instead of X.
He decided do buy the wool jacket instead of the linen one, because the _  jacket is better for the summer.	wool	linen	linen	agree	If Y is better for the summer, then he will choose to buy X instead of Y.
Derrick always lost the key to his car when at home unlike Hunter, due to _ being unforgetful.	Derrick	Hunter	Hunter	agree	If X is forgetful but Y is not, X will lose things while Y will not
Monica was so much older than Jessica which is why the sorcerer Daniel gave _ the fountain of youth to grant their fondest wish.	Monica	Jessica	Monica	agree	If X is more aged, they will want to do something to be more like Y.
The salesman had various products to sell and sold a lot of desks but not chairs because the _ were cheap.	desks	chairs	chairs	disagree	If X is cheaper than Y, people will buy more of X.
Dennis surprised Steven with a watermelon as a snack because _ knew he loved them.	Dennis	Steven	Dennis	agree	If X knows Y loves watermelon X would offer it as a snack.
Before they died, Ryan prepared a will however Christopher did not, so _ 's estate was distributed to the beneficiaries the state determined it would be.	Ryan	Christopher	Christopher	agree	If X has a will but Y does not, Y's estate will be distributed by the state
Arya had a tough head so she chose to wear the weave instead of the wig. The _ is painful.	weave	wig	weave	agree	If X is painful, then a tough person will choose X instead of Y.
The dog ran up to Leslie and away from Lawrence because _ had soap for the dog to take a bath.	Leslie	Lawrence	Lawrence	agree	If Y has soap for a bath, then a dog will run to X and away from Y.
A nervous Monica looked up at Mary near the top of the ladder , as _ held it.	Monica	Mary	Monica	agree	If X was holding it, Y had to be on it.
The thermostat showed that it was twenty degrees cooler downstairs than it was upstairs, so Byron stayed in the _ because he was hot.	downstairs	upstairs	downstairs	agree	If Byron is hot, and X is cooler than Y, Byron would want to be at X.
The grey moon showed itself above in the sky as I watched the cars go by with passion. Then the _ brightened.	moon	sky	moon	disagree	If X appears it will cause Y to become more light.
Jim was happy to trade my desk for his computer . He thinks the _ will work great.	desk	computer	desk	agree	If X will work great, then Y will be traded for X.
Christopher had a private jet and was able to travel in style, while Benjamin had to fly coach, because _ was poor.	Christopher	Benjamin	Christopher	agree	If X has a private jet, and Y has to fly coach, then Y is poor.
Brett thought it would be romantic to go on a picnic but Jason thought there were too many bugs. _ suggested they take bug spray.	Brett	Jason	Brett	agree	If X didn't care about bugs, but Y did, X would tell Y to bring bug spray.
Carrie wanted Sarah to get a new phone for _ believed anything not the latest update acceptable.	Carrie	Sarah	Sarah	agree	If X liked anything not the latest update then Y should conform to what X thinks.
Jeffrey did not trust Samuel at all, even though _ was the real pickpocket .	Jeffrey	Samuel	Jeffrey	agree	If X will steal and Y doesn't then X should be trusted less.
When Kevin threw his beer at the man, Brian yelled, so the officer gave _ a whimsical glare.	Kevin	Brian	Brian	agree	If X throws a beer, and Y yells, then Y will get a glare.
The film was only playing during the weekday or over the weekend. We went on the _ even though everyone was off work and it was more crowded.	weekday	weekend	weekend	agree	If people work during X they go more frequently during Y.
James needed to walk closer to the pond to get the fishing rod into it. The _ is small.	pond	rod	rod	agree	If X must be moved closer, Y is bigger.
As the boss, Rachel asked Cynthia nicely to do more work so _ could go home earlier.	Rachel	Cynthia	Rachel	agree	If X is the boss, then X will ask Y to do more work, so X can go home early.
We cleaned up litter from older and juvenile, we mostly found the _ people littered because of the soda cans.	older	juvenile	juvenile	agree	If X drinks more of a certain fluid than Y then they are most likely littering the cans of that fluid.
Kyle was wearing a sweatshirt while Aaron was in a tank top because _ thought the temperature outside was far too warm.	Kyle	Aaron	Aaron	agree	If X is wearing a sweatshirt while Y is wearing a tanktop, Y believes the weather is warm
The child was screaming after the baby bottle and toy fell. Since the child was hungry, the _ stopped his crying.	baby bottle	toy	baby bottle	agree	If X is offered to a hungry tot they will prefer this and be satisfied more than if they are given Y.
I can't concentrate in silence so I'd rather go to the cafe instead of the library to study since the _ is not quiet.	cafe	library	cafe	agree	If you want to hear more sounds, go to an X, not a Y.
Kenneth was showing Nick how to sew up a hole in his shirt but accidentally stabbed himself with the needle, so _ cried out in pain.	Kenneth	Nick	Kenneth	agree	If X gets hurt and Y doesn't then X will shout in pain.
Sara thought she might have a problem with coffee but was fine with alcohol because the _ was nasty.	coffee	alcohol	alcohol	disagree	If X is nasty, the there might be a problem with X, while Y is fine.
Jen used a glove and a rebreather to clean up mold, she was counting on the _ to avoid a cough.	rebreather	glove	rebreather	agree	If X will protect getting a cough and Y doesn't then a person will wear X and not Y.
Eric was told to drop Justin at school since it was where _ went to work.	Eric	Justin	Justin	agree	If X works somewhere, then Y will drop X off there.
John's emotions were a lot worse than Sam's feelings because the _ of Sam were uncontrollable.	emotions	feelings	feelings	agree	If X is manageable they are less worse than would be Y.
Because Sarah missed their night flight while Christine made theirs, _ slept on the plane.	Sarah	Christine	Christine	agree	If X is going to sleep on the plane X has to make the plane.
The smell of mold when we entered the house was strong so we opened the windows and lit some candles, but the _ didn't help without a breeze.	windows	candle	windows	agree	If X is used in an enclosed place the mold smell remains without it being moved out by Y.
In class today, Tanya asked Samantha about the circuits they were learning about, because _ paid attention to what the instructor told them.	Tanya	Samantha	Samantha	agree	If X pays attention to an instructor, Y will ask X questions about what is being learned.
Because Lindsey wanted to make a mess and Victoria did not, _ cracked her eggs and opened them over the counter.	Lindsey	Victoria	Lindsey	agree	If X wants order they will avoid disorder while Y will create it.
Kenneth couldn't find a clean pair of underwear, so he took one from Joseph, so _ wasn't able to find theirs on time.	Kenneth	Joseph	Joseph	agree	If X borrows something from Y then Y won't have any to use.
Michael's hygiene isn't nearly as good as Joel's due to _ showering once a day.	Michael	Joel	Joel	agree	If X bathes regularly, their hygiene is better than Y's.
Laura found a book and a magazine on the table, and she decided to take the _ because she was going to the beach for a long time.	book	magazine	book	agree	If X is longer than Y, then X will be chosen to take for a longer time.
Justin received a diagnosis of borderline personality disorder (BPD) from his doctor, Aaron worried about him. But _ did not behave differently in front of him.	Justin	Aaron	Aaron	disagree	If X had a disorder the Y might want to observe them and note if their behavior was different.
The hair cream was able to work with her dry, thick hair because the _ was thick.	cream	hair	cream	agree	If someone has lustrous Y using X is better on it.
Betty fasted during the month of Ramadan, but Victoria maintained a normal diet, because _ was a practising Hindu.	Betty	Victoria	Victoria	disagree	If X fasted during the month of Ramadan, and Y maintained a normal diet, then X is a practicing Hindu.
Samantha was a minority but Carrie was not. _ was a recipient of affirmative action when applying for a job.	Samantha	Carrie	Samantha	agree	If X is a minority and Y is not, then X will receive affirmative action when applying for a job.
Donald wanted to take a nap but Nelson didn't so _ had to stay up because they are nice.	Donald	Nelson	Donald	agree	If X wanted to nap, but they stayed up with Y, X was being nice.
The mother purchased only diapers but no wipes this week, since she had too few the _ at home.	diapers	wipes	diapers	agree	If someone is out of X but not Y they will buy more of X.
Megan got a big kiss of thanks from Mary, because _ had received some flowers.	Megan	Mary	Mary	agree	If X gives something to Y, Y will thank X
The ability to finish what you start is what you need to improve, said Michael to Brian,  _ sometimes has to be the one who takes charge.	Michael	Brian	Michael	agree	If X knows better than Y how to finish what is started then X would take charge.
Brett knew a little about dryers and tried to fix  dryer while Craig was very good at fixing them. _ wouldn't fix the dryer.	Brett	Craig	Craig	disagree	If X knew a little about fixing the dryer but Y knew more then Y would fix it.
Rachel was the designated understudy when Victoria lost their voice due to laryngitis, so _ had to accept the soprano position.	Rachel	Victoria	Victoria	disagree	If X is the understudy, when Y loses their voice, the X will have to accept the position.
The chef took the peas out of the steamer and put in the carrots because the _ were still raw.	peas	carrots	carrots	agree	If X isn't as well cooked as Y then you should cook X longer.
The brown leather glove was loose on her hand because the _ was too big.	glove	hand	glove	agree	If X is too big for Y, then X will be loose
The couple couldn't decide whether to get a new refrigerator or new laundry machine. They went with the latter because their old _ was dilapidated.	refrigerator	laundry machine	laundry machine	agree	If X is in worse condition than Y, then X should be replaced first.
The burglar was able to sneak past the cameras easier than the alarms, since the _ were inferior quality.	cameras	alarms	cameras	agree	If X is more faulty than Y then X is easier to sneak past.
Just a moment ago, Jennifer sat on Natalie's lap, but it was very uncomfortable. _ is small.	Jennifer	Natalie	Natalie	agree	If X is smaller than Y, it will be uncomfortable to have Y sit on X
The staff the man bought made out of plastic was actually nicer than the wood one because the _ one was an antique.	plastic	wood	plastic	agree	If X is an older material it is better than Y.
Mary's apartment had a door in front and a kitchen window in back. When a fire broke out in the entryway, Mary escaped through the _ .	door	window	window	agree	If X is blocked but Y is not, Y will be used for escaping
They had invested in a large curtain that would drop onto the stage, but it didn’t work out because the _ was too short.	curtain	stage	curtain	agree	If X is too short to be useful, then using X won't work.
After eating pizza and wine found strange stains on my dress. They were orange so it must have been the _ .	wine	pizza	pizza	agree	If X leaves orange stains and Y doesn't then X would have left the orange marks.
So _ threw the yarn at the cat because Michael knew it wanted to play, while Neil just watched on.	Michael	Neil	Michael	agree	If X knew the cat wanted to play, and Y didn't, then X is more likely to start playing with the cat.
All the players involved in playing cards had only two decks. The _ were not enough.	Cards	Decks	Decks	agree	If more X is needed than Y, then people can't play if they don't have enough X.
We ordered a Hawaiian pizza with pineapple and ham. Jim picked off all of the _ because he is a vegetarian.	ham	pineapple	ham	agree	If X is a meat it can't be eaten by someone who is a vegetarian but Y could be.
The floor was much more slippery than the carpet because the _ had less friction.	carpet	floor	floor	agree	If X isn't soft it has Y.
The tire on the car lasted a longer time than the one on the bike because the man never drove the _ .	car	bike	car	agree	If X is used more than Y, then Y will last longer.
Gmail is so yesterday Samantha thought as Jennifer talked about it, _ is on top of new trends.	Samantha	Jennifer	Samantha	agree	If X is more knowledgeable and knows the trend, then X will know what Y is talking about.
The groundskeeper replaced the filter in the pond. He could see that the _ was full.	pond	filter	filter	agree	If Y is full, then the Y in X needs to be replaced.
Jessica often takes care of Natalie when they are sick and _ often feels resentful.	Jessica	Natalie	Jessica	agree	If X is always taking care of Y, X becomes resentful of Y.
David was a teenager who had just gotten his first car which had nice leather seatsr, David was careless driving and damaged the _ .	car	seats	car	agree	If someone were not cautious they might damage X but less likely they would damage Y.
Felicia likes the air conditioning setting much lower than Christine because _ is always freezing.	Felicia	Christine	Christine	agree	If X is freezing but Y is not, Y will set the air conditioning lower than X would.
The box was still visible after James tried his best to manage the wrapper on it. James should have used the _ that is small.	wrapper	box	box	agree	If X is small then Y won't be able to cover X easily.
I lost weight and used an electronic scale instead of my old mechanical one. The _ one was time gaining.	mechanical	electronic	electronic	agree	If X is more time consuming than Y then somebody would pick Y over X.
She took the hose out to the yard to water the pot of flowers weekly, nevertheless the _  flourished.	flowers	yard	yard	agree	If you take the hose from Y to water X, it doesn't mean Y won't flourish.
The clothes of Kenneth always smell, but Ian's smell very good. _ does laundry once a month.	Kenneth	Ian	Kenneth	agree	If X does cleans something less often than Y, then X will smell worse.
Gem went to get new supplies for her hamster and she found snacks and exercise balls She chose the _ because her hamster was skinny.	exercise balls	snacks	snacks	agree	If X were given to a skinny hamster it would help fatten it while Y would just make it more skinny.
It's better to sleep on flannel sheets than silk sheets in the winter. The _ keeps you cooler.	flannel	silk	silk	agree	If X feels slicker it will keep you cooler than Y.
The boy wore jeans instead of shorts because the _ would keep him feeling cool in the cold.	jeans	shorts	shorts	agree	If you wore X instead of Y you'll avoid being hot in heat.
Lindsey gave the container of sugar to Megan because _ had been on a diet.	Lindsey	Megan	Lindsey	agree	If  X is on a diet they want to give away sugar to Y.
A goldfish was a boring pet for Matthew but Samuel loved it, as _ wanted limited interaction with a pet.	Matthew	Samuel	Samuel	agree	If X wants little contact, X will love a pet in a bowl more than Y would.
I really need to upgrade my mouse and RAM on my computer. The computer gets too slow with the _ currently in it.	RAM	mouse	RAM	agree	If X causes Y to be slow, X will be replaced
There are ants all over the porch but not on the driveway, so there must be something on the _ they don't like.	driveway	porch	driveway	agree	If ants are all over X but not Y, then the ants don't like something on Y
Amy's handwriting was meticulous, while Cynthia's handwriting was often sloppy, because _ was careless about their work.	Amy	Cynthia	Amy	disagree	If X has meticulous handwriting and Y has sloppy handwriting, then Y is careless about their work.
The feet of Jennifer stayed drier than the feet of Felicia because _ had worn their rubber boots.	Jennifer	Felicia	Jennifer	agree	If it's wet out, and X has rubber boots, and Y doesn't, X's feet will stay drier.
The girl used her device for longer than she used her phone so the battery on the _ died later.	device	phone	phone	agree	If X is used less it will last longer than Y.
The wood James dropped into the flame burnt much faster than the diaper does because the _ is inflammable.	wood	diaper	diaper	agree	If X is inflammable and Y isn't then X will not burn in a fire.
Robert went to Hunter and asked him to judge leniently just this one time, because _ didn't break the law before.	Robert	Hunter	Robert	agree	If X was the one who needed leniency then X would have to ask Y for help regarding the law.
In order to use the washer and dryer for laundry, Steve separated his laundry into dirty and wet, then he filled the _ with wet laundry.	washer	dryer	dryer	agree	If X is for drying clothes, and Y makes them wet, the wet clothes need to go in X.
The swimmer chose to swim in the pool rather than the lake because the _ was cooler.	lake	pool	lake	agree	If X is not warm, then swimming in Y is preferrable.
Carrie faced the fan away from Angela because _ was getting too warm in the kitchen.	Carrie	Angela	Carrie	agree	If X was in too warm and was in a different room than Y, then X needed to cool themselves.
Needing to repair a window pane and hang a picture, Shane found a hammer and some glue, so he used the _ to repair the window.	hammer	glue	glue	agree	If you need to repair a window, and find X and Y, you will use Y to fix the window.
Matthew went out on a first date, while Joseph stayed home with their spouse, because _ was married.	Matthew	Joseph	Matthew	agree	If X is married and Y isn't then Y would go out on dates.
Bad posture causes the shoulders to round and the hips to arch. The _ do this because the thoracic spine is curved backward.	shoulders	hips	hips	agree	If X arches while the Y moves inward, it's bad.
The meat was falling into the holes of the grill as it seems the _ is too big.	meat	hole	hole	agree	If X is too large Y can't rest upon it.
Jessica called Angela on the phone to comfort them when _ got the bad news.	Jessica	Angela	Angela	agree	If X got bad news, Y might offer support to X.
The ground around Michael's house was solid unlike Aaron's because _ had a month long drought.	Michael	Aaron	Michael	agree	If there was a drought near X's house and not Y's house, then the ground around X's house would be harder.
Leslie loves cooking and eating jackfruit tacos more than Kenneth because _ is a vegetarian.	Leslie	Kenneth	Leslie	agree	If X can't eat meat, they don't like it as much as Y does.
Monica hated the flatness of the mid-west, Felicia did not therefore _ wanted to transfer to Kansas.	Monica	Felicia	Felicia	agree	If X doesn't mind flat terrain, and Y does, X would be more likely to move to the mid-west, which has flat terrain.
Samantha tries to avoid being late for work unlike Emily. _ gets up 15 minutes before they have to leave.	Samantha	Emily	Emily	agree	If Y gets up 15 minutes before they have to leave, then X tries to avoid being late for work unlike Y.
Kevin was a very healthy individual compared to Donald, because _ went the fitness center monthly.	Kevin	Donald	Donald	disagree	If X goes to the fitness center monthly, the X is a very healthy individual compared to Y.
The insurance for the car was more expensive than the insurance for the truck because the _ was older.	truck	car	truck	agree	If X is older than Y, then X would be cheaper to insure than Y.
It was necessary to hit the iron with the sledgehammer after the _ got heated.	iron	sledgehammer	iron	agree	If X is heated, then Y should hit X.
Martha and Mary, who lived far away from each other, sent each other oranges and cherries from their gardens. Because Mary lived in Washington state, she grew the _ .	oranges	cherries	cherries	agree	If a place grows X and not Y then a person will send X somewhere else.
There was more blood in the patient's hand than in their foot because the _ was farther from the ground.	foot	hand	hand	agree	If X is lower down than Y then X had more blood.
The turtle saw a race and a piece of lettuce. He chose the _ because he was full.	race	piece of lettuce	race	agree	If someone is full then they will perfer X over Y since they don't need Y.
Brett bought the airplane tickets for Joel and their family after _ checked their schedule.	Brett	Joel	Joel	agree	If X buys for Y then X must know when Y is available.
Ian liked some girl in high school, but the girl liked Nick, _ felt sorry for him, but that was life.	Ian	Nick	Nick	agree	If X likes a girl, but the girl likes Y, then Y will feel sorry for him.
In the summer it can be tough to maintain the water in the swimming pool. Sometimes the _ gets dirty and needs scrubbing with a brush.	swimming pool	water	swimming pool	agree	If Y is a liquid, X cannot scrub it.
Rachel was always happy for Felicia but _ got bad grades a lot of the time at school.	Rachel	Felicia	Rachel	agree	If X is happy for Y, X can still get bad grades.
The job was found when a friend gave him a phone and a bus pass. The _ was older.	phone	pass	phone	agree	If X is given to someone along with Y, it's more likely to be an older model.
Since Donald told Christopher his illness,  _ has spent more time at home taking care of the kids.	Donald	Christopher	Donald	disagree	If X is more ill than Y, then Y would spend more time at home with the kids.
The team did better running on the track than on the field because the _ had more friction.	track	field	track	agree	If X is more suitable for the sport, then they will do better in X rather than Y.
Donald finds scrubbing the toilet disgusting but Leslie doesn't. _ avoids cleaning the kitchen whenever possible.	Donald	Leslie	Leslie	disagree	If X likes cleaning better than Y, then X is less likely to avoid cleaning.
I like using sea salt instead of table salt as the _ has finer crystals.	sea salt	table salt	table salt	agree	If X has finer crystals than Y, then Y would be preferred.
In the group photo, Kyle was placed in front of the group and Dennis was placed in back, because _ was short.	Kyle	Dennis	Kyle	agree	If X is short and Y is tall X should be in the front of the picture.
When Monica heard about edible glitter, they called up Patricia to see if _ could come over and show it off.	Monica	Patricia	Patricia	agree	If X had just heard about the glitter they'd want to ask someone like Y to show them.
Kim had to pack her bra and coat. Because it was cramped, she packed the _ .	bra	coat	bra	agree	If X takes more room then you would Take Y instead.
The seamstress needed to hem the jeans of Katrina but not Lindsey because _ was very short.	Katrina	Lindsey	Katrina	agree	If X is short they don't need to have their clothes shortened like Y.
Samantha tries to avoid being late for work unlike Emily. _ gets up an hour before they have to leave.	Samantha	Emily	Samantha	agree	If X doesn't like to be late and Y doesn't care, then X will get up early.
When Carrie told Katrina about quitting working for Avon after two weeks, _ started pouting.	Carrie	Katrina	Carrie	agree	If X ended a job, X will pout so Y can see their sadness.
Samuel suffered from constipation but Randy did not, so _ liked to drink a lot of prune juice.	Samuel	Randy	Samuel	agree	If X is constipated but Y is not, X will drink prune juice
The letter was very damaging to the church, after the contents of the _ were spread all over its pages.	letter	church	church	agree	If the contents of Y are spread all over X, then X will damage Y.
The oil made a bigger mess on the floor than on the grass because the _ was porous.	grass	floor	grass	agree	If X is spilled, it's consistency creates more of a mess than Y's does.
Kayla laughs at Natalie's cooking even though _ doesn't know how to use a microwave and nearly set the kitchen on fire.	Kayla	Natalie	Kayla	agree	If X finds what Y does funny but still doesn't understand how to do something it appears comical.
Justin is a vegetarian and Craig is lactose intolerant. _ avoids foods made from animals.	Justin	Craig	Justin	agree	If X is a vegetarian, X will avoid food made from animals
Everyone cringed as the singer used their loudest singing voice into the microphone because the _ was loud.	microphone	voice	microphone	agree	If X is too loud it will startle Y and cause them to cringe.
Maria is a pretty good athlete but Felicia is an elite athlete. _ finished their mile run in 4 minutes.	Maria	Felicia	Felicia	agree	If Y finished their mile run in 4 minutes, then Y is an elite athlete, while X is a pretty good athlete.
Unlike Craig, William avoided getting a cramp during the marathon, because _ stretched inadequately beforehand.	Craig	William	William	agree	If X prepared, they would have less trouble than Y.
The ropes in the gym class didn't reach the mats because the _ were too low.	ropes	mats	mats	agree	If Y is too low then X will not reach Y.
The estate was known to have the biggest bank in the region. The _ was very famous.	Estate	Bank	Bank	agree	If X is famous and Y is not a person would have heard of X over Y.
The young boy needed help hitting the pinata with the stick because the _ was heavy.	pinata	stick	stick	agree	If X is heavy, then the young boy would need help lifting X.
John had to prepare his speech for next week's meeting and he also has to deliver a project in two days. The deadline of the _ was coming sooner.	project	speech	project	agree	If X comes in days and Y comes in weeks, X is first.
The short, weak librarian tried to put the book on the top shelf but the _ was too high.	shelf	book	shelf	agree	If the librarian can't reach X, then she can't put Y onto X.
English is the language that Patricia speaks but not Katrina because _ grew up in Australia.	Patricia	Katrina	Patricia	agree	If  X speaks the native language of the land X is from there, Y is not.
Jennifer offered to teach her friend Natalie how to crochet a scarf for her mother's birthday. _ was proud to see the results of her learning.	Jennifer	Natalie	Natalie	agree	If X knows how to do something and teaches Y, then Y would be proud of learning it.
The tilapia took longer to cook than the shrimp, so the _ burned more badly.	shrimp	tilapia	shrimp	agree	If X takes longer to cook than Y and you cook them both the same length of time, you'll burn Y.
Kevin repaired the wooden furniture for Kyle last week since _ needed an expert carpenter.	Kevin	Kyle	Kevin	disagree	If Y needed an expert carpenter, the X will fix the wooden furniture for Y.
